,Player_x,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Player_year,Year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All-Star_caliber
1003,Gordon Hayward\haywago01,SF,27,BOS,1,1,5,10.0,20.0,0.5,0.0,10.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,99.0,107,Gordon Hayward\haywago01/2018,2018,7.3,0.5,0.5,0.0,0.0,21.6,10.9,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.055999999999999994,-5.9,-6.1,-12.0,0.0,0
1004,Reggie Hearn\hearnre01,SG,26,DET,3,0,7,7.1,14.3,0.5,7.1,14.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,143.0,116,Reggie Hearn\hearnre01/2018,2018,13.1,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.132,2.8,-5.1,-2.3,0.0,0
1005,Myke Henry\henrymy01,SF,25,MEM,20,0,378,5.5,14.6,0.376,2.5,7.8,0.32799999999999996,2.9,6.8,0.431,0.8,1.3,0.6,1.3,3.7,5.1,2.9,4.1,0.8,2.5,3.7,14.3,91.0,107,Myke Henry\henrymy01/2018,2018,9.7,0.47200000000000003,0.532,0.092,3.0,8.8,5.8,8.9,4.1,1.5,14.4,15.7,-0.3,0.4,0.1,0.017,-2.3,1.1,-1.3,0.1,0
1006,John Henson\hensojo01,C,27,MIL,76,69,1970,7.3,12.7,0.5720000000000001,0.0,0.2,0.14300000000000002,7.2,12.5,0.578,2.3,4.0,0.57,3.8,9.2,13.0,2.9,1.1,2.8,2.1,5.1,16.8,115.0,108,John Henson\hensojo01/2018,2018,15.7,0.5820000000000001,0.013999999999999999,0.315,9.0,21.5,15.3,8.6,1.1,4.7,12.8,15.0,2.8,2.2,4.9,0.12,-1.4,1.8,0.4,1.2,0
1007,Juan Hernangomez\hernaju01,PF,22,DEN,25,3,277,5.2,13.4,0.387,2.5,8.9,0.28,2.7,4.5,0.6,1.8,2.1,0.833,3.2,6.4,9.7,2.1,1.1,0.5,1.6,4.5,14.7,109.0,113,Juan Hernangomez\hernaju01/2018,2018,9.7,0.511,0.667,0.16,7.4,14.6,11.0,5.9,1.1,0.9,10.1,14.0,0.2,0.1,0.4,0.061,-1.0,-2.2,-3.3,-0.1,0
1008,Willy Hernangomez\hernawi01,C,23,TOT,48,1,495,9.0,16.3,0.555,0.5,1.2,0.41700000000000004,8.5,15.1,0.5660000000000001,5.9,8.9,0.6559999999999999,6.1,12.1,18.2,3.3,1.8,1.6,3.5,6.4,24.4,117.0,106,Willy Hernangomez\hernawi01/2018,2018,21.2,0.604,0.073,0.5489999999999999,13.3,27.2,20.2,10.5,1.8,2.7,14.7,21.0,1.1,0.7,1.8,0.174,0.1,0.8,0.9,0.4,0
1009,Mario Hezonja\hezonma01,SF,22,ORL,75,30,1657,8.1,18.2,0.442,2.7,7.9,0.337,5.4,10.3,0.523,2.5,3.1,0.8190000000000001,1.2,7.1,8.3,3.1,2.4,0.9,2.5,4.0,21.3,103.0,108,Mario Hezonja\hezonma01/2018,2018,13.7,0.544,0.433,0.17,2.7,16.1,9.3,10.0,2.4,1.5,11.5,19.9,0.5,1.8,2.3,0.066,-1.0,0.2,-0.8,0.5,0
1010,Isaiah Hicks\hicksis01,PF,23,NYK,18,0,240,6.8,14.9,0.45799999999999996,0.4,1.9,0.222,6.4,13.0,0.49200000000000005,2.5,3.7,0.667,2.1,6.4,8.5,3.3,0.4,0.8,3.3,9.3,16.5,95.0,113,Isaiah Hicks\hicksis01/2018,2018,6.8,0.501,0.125,0.25,4.6,14.3,9.5,9.5,0.4,1.4,16.7,17.4,-0.1,0.1,0.0,-0.003,-4.3,-1.4,-5.6,-0.2,0
1011,Nene Hilario\hilarne01,C,35,HOU,52,4,758,8.8,15.5,0.569,0.0,0.1,0.0,8.8,15.4,0.574,4.4,6.9,0.636,3.5,7.9,11.4,2.9,1.8,0.9,2.5,8.0,22.1,117.0,105,Nene Hilario\hilarne01/2018,2018,16.4,0.594,0.008,0.44799999999999995,8.1,18.0,13.1,9.5,1.8,1.6,11.7,18.9,1.5,1.1,2.6,0.163,-1.5,0.7,-0.8,0.2,0
1012,George Hill\hillge01,PG,31,TOT,67,60,1812,6.5,14.1,0.46,2.3,5.7,0.415,4.2,8.5,0.49,3.0,3.9,0.7859999999999999,1.2,3.8,5.0,5.1,1.7,0.7,2.4,3.5,18.4,113.0,113,George Hill\hillge01/2018,2018,13.3,0.58,0.4,0.273,2.6,8.9,5.7,15.0,1.7,1.3,13.3,16.3,2.3,0.9,3.2,0.085,0.3,-0.9,-0.6,0.6,0
1013,Solomon Hill\hillso01,SF,26,NOP,12,1,187,2.8,10.5,0.268,1.0,5.4,0.19,1.8,5.1,0.35,0.8,1.5,0.5,2.3,6.9,9.2,5.6,1.8,0.3,2.3,5.6,7.4,84.0,109,Solomon Hill\hillso01/2018,2018,4.8,0.332,0.512,0.146,5.4,15.1,10.4,14.4,1.8,0.4,17.1,12.2,-0.2,0.2,-0.1,-0.013999999999999999,-4.4,0.6,-3.8,-0.1,0
1014,Darrun Hilliard\hillida01,SG,24,SAS,14,0,95,2.7,10.1,0.263,0.0,3.2,0.0,2.7,6.9,0.385,3.2,3.7,0.857,0.0,3.7,3.7,5.9,1.1,0.0,2.1,3.7,8.5,84.0,110,Darrun Hilliard\hillida01/2018,2018,3.4,0.36200000000000004,0.316,0.368,0.0,8.2,4.1,15.3,1.1,0.0,15.3,12.3,-0.1,0.1,0.0,-0.015,-6.2,-1.3,-7.5,-0.1,0
1015,Jrue Holiday\holidjr01,SG,27,NOP,81,81,2927,10.0,20.3,0.494,2.0,5.8,0.337,8.1,14.5,0.557,3.0,3.9,0.7859999999999999,1.0,4.9,6.0,7.9,2.0,1.0,3.5,3.3,25.1,110.0,109,Jrue Holiday\holidjr01/2018,2018,17.8,0.57,0.28600000000000003,0.191,2.4,10.8,6.8,24.9,2.0,1.7,13.6,23.1,4.2,2.9,7.1,0.11599999999999999,1.8,0.3,2.1,3.0,1
1016,John Holland\hollajo02,SF,29,CLE,24,0,174,4.8,16.6,0.28800000000000003,3.1,10.1,0.306,1.7,6.5,0.261,2.5,3.7,0.6920000000000001,1.7,5.1,6.8,1.4,2.0,0.6,2.3,2.8,15.2,84.0,112,John Holland\hollajo02/2018,2018,5.9,0.41700000000000004,0.61,0.22,3.9,11.4,7.7,3.9,2.0,1.0,11.0,18.5,-0.3,0.1,-0.2,-0.05,-4.7,-2.6,-7.3,-0.2,0
1017,Rondae Hollis-Jefferson\holliro01,SF,23,BRK,68,59,1920,8.6,18.3,0.47200000000000003,0.3,1.4,0.24100000000000002,8.3,16.9,0.491,6.3,8.0,0.7879999999999999,2.6,9.1,11.6,4.2,1.6,1.2,3.1,3.7,23.9,108.0,109,Rondae Hollis-Jefferson\holliro01/2018,2018,16.9,0.5479999999999999,0.075,0.436,5.5,20.0,12.7,14.2,1.6,1.9,12.3,22.2,2.1,2.0,4.1,0.10300000000000001,-1.5,1.1,-0.4,0.8,0
1018,Richaun Holmes\holmeri01,C,24,PHI,48,2,746,8.7,15.5,0.56,0.3,2.0,0.129,8.4,13.5,0.624,2.4,3.6,0.6609999999999999,3.7,9.9,13.6,3.9,1.3,1.9,1.6,6.3,20.1,121.0,103,Richaun Holmes\holmeri01/2018,2018,17.4,0.585,0.129,0.23199999999999998,8.6,21.4,15.2,12.3,1.3,3.2,8.6,16.6,1.6,1.3,2.8,0.183,-0.2,1.9,1.7,0.7,0
1019,Rodney Hood\hoodro01,SG,25,TOT,60,23,1616,9.9,23.1,0.429,3.9,10.3,0.381,6.0,12.9,0.467,3.4,4.0,0.86,0.7,4.4,5.1,2.9,1.4,0.4,2.2,3.2,27.2,106.0,110,Rodney Hood\hoodro01/2018,2018,14.3,0.546,0.44299999999999995,0.172,1.6,9.9,5.8,9.7,1.4,0.6,8.0,24.3,1.2,1.5,2.7,0.081,0.2,-2.2,-2.0,0.0,0
1020,Scotty Hopson\hopsosc01,SG,28,DAL,1,0,8,0.0,6.3,0.0,0.0,0.0,0.0,0.0,6.3,0.0,6.3,12.5,0.5,0.0,0.0,0.0,6.3,0.0,0.0,6.3,0.0,6.3,53.0,118,Scotty Hopson\hopsosc01/2018,2018,-4.6,0.266,0.0,2.0,0.0,0.0,0.0,15.8,0.0,0.0,34.7,16.3,0.0,0.0,0.0,-0.23800000000000002,-14.7,-6.0,-20.7,0.0,0
1021,Al Horford\horfoal01,C,31,BOS,72,72,2277,8.1,16.5,0.489,2.1,5.0,0.429,5.9,11.6,0.514,2.1,2.6,0.7829999999999999,2.3,9.4,11.6,7.4,0.9,1.7,2.9,3.0,20.3,115.0,103,Al Horford\horfoal01/2018,2018,17.6,0.575,0.3,0.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,0.165,1.1,2.9,4.0,3.5,1
1022,Danuel House\houseda01,SG,24,PHO,23,3,403,6.7,15.3,0.434,1.8,6.9,0.259,4.9,8.4,0.5770000000000001,3.0,3.7,0.8059999999999999,1.5,7.5,9.0,3.0,0.8,0.7,1.3,2.7,18.1,111.0,114,Danuel House\houseda01/2018,2018,12.4,0.5329999999999999,0.45,0.24,3.4,17.0,10.1,9.4,0.8,1.2,7.2,16.2,0.4,0.1,0.6,0.066,-1.2,-1.5,-2.7,-0.1,0
1023,Dwight Howard\howardw01,C,32,CHO,81,81,2463,10.0,18.0,0.555,0.0,0.1,0.14300000000000002,10.0,17.9,0.5589999999999999,6.6,11.5,0.574,5.0,15.0,20.0,2.1,1.0,2.6,4.1,4.9,26.7,108.0,104,Dwight Howard\howardw01/2018,2018,20.5,0.5770000000000001,0.008,0.639,11.0,33.8,22.2,7.1,1.0,4.4,15.1,24.2,2.9,3.9,6.8,0.132,-2.0,1.7,-0.3,1.1,1
1024,Josh Huestis\huestjo01,PF,26,OKC,69,10,982,3.0,9.2,0.33,1.7,5.8,0.287,1.4,3.4,0.40299999999999997,0.3,1.0,0.3,2.1,6.0,8.1,1.0,0.8,2.2,1.3,4.1,8.0,91.0,109,Josh Huestis\huestjo01/2018,2018,5.4,0.41700000000000004,0.632,0.11,4.6,13.9,9.1,2.7,0.8,4.0,12.0,9.5,-0.5,1.0,0.5,0.024,-4.6,0.7,-3.9,-0.5,0
1025,R.J. Hunter\hunterj01,SG,24,HOU,5,1,45,7.7,21.9,0.35,3.3,15.3,0.214,4.4,6.6,0.667,2.2,2.2,1.0,0.0,5.5,5.5,3.3,3.3,0.0,2.2,7.7,20.8,92.0,105,R.J. Hunter\hunterj01/2018,2018,8.5,0.455,0.7,0.1,0.0,12.4,6.3,10.3,3.3,0.0,8.7,22.5,0.0,0.1,0.0,0.022000000000000002,-3.0,-1.6,-4.5,0.0,0
1026,Vince Hunter\huntevi01,PF,23,MEM,4,0,7,21.7,36.1,0.6,0.0,0.0,0.0,21.7,36.1,0.6,0.0,0.0,0.0,14.4,7.2,21.7,0.0,0.0,7.2,7.2,0.0,43.3,104.0,107,Vince Hunter\huntevi01/2018,2018,35.8,0.6,0.0,0.0,32.3,16.9,24.8,0.0,0.0,13.4,16.7,38.5,0.0,0.0,0.0,0.09699999999999999,-3.1,-5.9,-9.0,0.0,0
1027,Andre Iguodala\iguodan01,SF,34,GSW,64,7,1622,4.4,9.5,0.46299999999999997,1.0,3.5,0.282,3.4,6.0,0.5670000000000001,1.6,2.6,0.632,1.5,5.8,7.3,6.2,1.6,1.1,2.0,2.9,11.4,113.0,109,Andre Iguodala\iguodan01/2018,2018,11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,1.6,1.6,3.2,0.094,-0.7,0.9,0.2,0.9,0
1028,Ersan Ilyasova\ilyaser01,PF,30,TOT,69,43,1729,7.8,17.2,0.452,2.6,7.1,0.36,5.2,10.1,0.517,3.0,3.8,0.778,3.3,8.1,11.4,2.5,1.7,0.7,2.0,4.4,21.1,111.0,108,Ersan Ilyasova\ilyaser01/2018,2018,14.9,0.5579999999999999,0.413,0.22,7.6,18.0,12.9,7.9,1.7,1.3,9.7,18.7,2.2,1.9,4.0,0.11199999999999999,0.2,-0.1,0.1,0.9,0
1029,Joe Ingles\inglejo01,SF,30,UTA,82,81,2578,6.5,14.0,0.467,4.0,9.0,0.44,2.5,4.9,0.516,1.3,1.6,0.795,0.5,6.2,6.7,7.6,1.8,0.4,3.1,3.5,18.3,115.0,106,Joe Ingles\inglejo01/2018,2018,14.4,0.623,0.6459999999999999,0.11599999999999999,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,4.0,3.6,7.6,0.141,2.1,1.0,3.1,3.3,1
1030,Andre Ingram\ingraan01,SG,32,LAL,2,0,64,6.0,12.7,0.47100000000000003,3.7,6.7,0.556,2.2,6.0,0.375,2.2,2.2,1.0,0.7,3.7,4.5,5.2,2.2,2.2,2.2,2.2,17.9,124.0,107,Andre Ingram\ingraan01/2018,2018,16.3,0.655,0.529,0.17600000000000002,1.7,8.3,5.0,15.3,2.2,3.8,14.1,14.1,0.1,0.1,0.2,0.157,0.4,0.9,1.3,0.1,0
1031,Brandon Ingram\ingrabr01,SF,20,LAL,59,59,1975,8.7,18.4,0.47,1.0,2.5,0.39,7.7,15.9,0.483,4.7,6.8,0.6809999999999999,1.4,6.2,7.6,5.6,1.1,1.0,3.6,3.9,23.0,104.0,109,Brandon Ingram\ingrabr01/2018,2018,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1.0,1.8,2.8,0.068,-1.6,0.3,-1.3,0.4,0
1032,Kyrie Irving\irvinky01,PG,25,BOS,60,60,1931,13.8,28.1,0.491,4.3,10.5,0.408,9.5,17.6,0.541,6.0,6.8,0.889,0.9,5.0,5.9,7.9,1.7,0.4,3.6,3.2,37.9,118.0,106,Kyrie Irving\irvinky01/2018,2018,25.0,0.61,0.374,0.24,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31.0,6.3,2.7,8.9,0.222,6.9,-0.7,6.2,4.0,1
1033,Jonathan Isaac\isaacjo01,PF,20,ORL,27,10,536,5.0,13.2,0.379,1.5,4.2,0.348,3.6,9.0,0.39399999999999996,1.7,2.3,0.76,1.5,7.6,9.0,1.6,3.0,2.7,2.5,4.4,13.2,87.0,104,Jonathan Isaac\isaacjo01/2018,2018,9.8,0.465,0.317,0.172,3.3,17.2,10.2,4.8,3.0,4.5,14.8,15.0,-0.6,0.8,0.2,0.021,-4.9,3.1,-1.8,0.0,0
1034,Wesley Iwundu\iwundwe01,SF,23,ORL,62,12,1020,4.5,10.5,0.42700000000000005,0.4,2.2,0.196,4.0,8.3,0.488,1.6,2.3,0.723,1.7,4.8,6.6,2.7,1.6,0.6,1.4,3.9,11.0,100.0,112,Wesley Iwundu\iwundwe01/2018,2018,7.8,0.48,0.21100000000000002,0.21600000000000003,3.9,11.0,7.4,7.8,1.6,0.9,11.2,11.6,0.0,0.7,0.7,0.032,-3.7,0.2,-3.5,-0.4,0
1035,Jarrett Jack\jackja01,PG,34,NYK,62,56,1548,6.1,14.2,0.42700000000000005,0.8,2.8,0.29100000000000004,5.3,11.4,0.45899999999999996,2.0,2.4,0.84,0.7,5.4,6.1,11.1,1.1,0.1,3.7,3.1,14.9,103.0,114,Jarrett Jack\jackja01/2018,2018,11.5,0.489,0.19399999999999998,0.16899999999999998,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,0.5,0.7,1.2,0.036000000000000004,-1.9,-1.7,-3.5,-0.6,0
1036,Aaron Jackson\jacksaa01,PG,31,HOU,1,0,35,4.2,12.7,0.33299999999999996,1.4,5.6,0.25,2.8,7.0,0.4,1.4,2.8,0.5,2.8,1.4,4.2,1.4,0.0,0.0,1.4,5.6,11.2,91.0,114,Aaron Jackson\jacksaa01/2018,2018,2.4,0.405,0.444,0.222,6.5,3.2,4.8,4.0,0.0,0.0,9.2,13.7,0.0,0.0,0.0,-0.017,-4.6,-3.0,-7.7,-0.1,0
1037,Demetrius Jackson\jacksde01,PG,23,TOT,15,0,80,4.3,11.0,0.389,0.6,4.3,0.14300000000000002,3.7,6.7,0.545,0.6,1.2,0.5,3.1,4.3,7.3,5.5,3.1,0.6,6.1,4.3,9.8,77.0,105,Demetrius Jackson\jacksde01/2018,2018,5.4,0.424,0.389,0.111,7.1,9.8,8.4,15.9,3.1,1.1,34.6,15.8,-0.2,0.1,-0.1,-0.047,-6.4,1.0,-5.5,-0.1,0
1038,Josh Jackson\jacksjo02,SF,20,PHO,77,35,1959,9.5,22.8,0.41700000000000004,1.4,5.3,0.263,8.1,17.5,0.46399999999999997,4.3,6.8,0.634,2.3,6.3,8.6,2.9,2.0,0.9,3.6,5.3,24.7,93.0,112,Josh Jackson\jacksjo02/2018,2018,11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2.0,1.4,12.2,26.0,-2.0,1.2,-0.7,-0.018000000000000002,-3.1,-1.2,-4.3,-1.1,0
1039,Justin Jackson\jacksju01,SF,22,SAC,68,41,1506,6.2,14.1,0.442,1.9,6.2,0.308,4.3,7.9,0.547,0.9,1.2,0.722,0.9,5.4,6.3,2.5,0.9,0.4,1.3,2.7,15.2,103.0,114,Justin Jackson\jacksju01/2018,2018,9.2,0.521,0.442,0.086,2.0,12.6,7.1,7.2,0.9,0.8,8.4,14.2,0.4,0.5,1.0,0.031,-2.0,-1.5,-3.5,-0.6,0
1040,Reggie Jackson\jacksre01,PG,27,DET,45,45,1201,10.2,24.0,0.426,2.2,7.0,0.308,8.1,16.9,0.475,4.7,5.6,0.836,1.2,4.0,5.2,9.9,1.1,0.2,4.1,3.6,27.2,105.0,111,Reggie Jackson\jacksre01/2018,2018,15.9,0.516,0.293,0.23199999999999998,2.6,9.0,5.7,32.8,1.1,0.3,13.5,27.1,1.1,0.9,2.0,0.078,0.8,-2.3,-1.5,0.2,0
1041,LeBron James\jamesle01,PF,33,CLE,82,82,3026,13.9,25.6,0.542,2.4,6.6,0.36700000000000005,11.5,19.0,0.603,6.3,8.6,0.731,1.6,9.9,11.5,12.1,1.9,1.1,5.6,2.2,36.4,118.0,109,LeBron James\jamesle01/2018,2018,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2.0,16.1,31.6,11.0,3.0,14.0,0.221,7.6,2.0,9.6,8.9,1
1042,Mike James\jamesmi02,PG,27,TOT,36,10,687,8.6,22.4,0.38299999999999995,1.8,6.8,0.265,6.8,15.5,0.435,4.5,5.9,0.762,0.9,5.4,6.3,8.8,2.0,0.5,3.4,3.3,23.4,99.0,113,Mike James\jamesmi02/2018,2018,13.9,0.469,0.305,0.262,2.0,12.2,7.0,29.4,2.0,0.8,12.0,25.1,-0.1,0.3,0.2,0.017,-0.9,-1.8,-2.6,-0.1,0
1043,Al Jefferson\jeffeal01,C,33,IND,36,1,484,11.5,21.5,0.534,0.0,0.3,0.0,11.5,21.2,0.541,3.1,3.7,0.833,3.1,11.7,14.8,3.1,1.7,2.4,2.2,6.8,26.0,113.0,104,Al Jefferson\jeffeal01/2018,2018,20.2,0.563,0.013999999999999999,0.17300000000000001,7.0,26.2,16.7,10.0,1.7,4.2,8.6,22.5,0.8,0.8,1.6,0.158,-1.7,1.3,-0.5,0.2,0
1044,Richard Jefferson\jefferi01,SF,37,DEN,20,0,163,3.6,8.2,0.444,0.6,2.1,0.28600000000000003,3.0,6.1,0.5,1.2,2.1,0.5710000000000001,0.6,4.6,5.2,4.6,0.6,0.3,1.5,3.3,9.1,106.0,115,Richard Jefferson\jefferi01/2018,2018,6.4,0.499,0.259,0.259,1.4,10.3,5.9,12.0,0.6,0.5,14.3,9.4,0.1,0.0,0.1,0.028999999999999998,-3.8,-2.0,-5.9,-0.2,0
1045,Jonas Jerebko\jerebjo01,PF,30,UTA,74,19,1134,7.0,15.1,0.466,2.9,6.9,0.414,4.2,8.1,0.511,2.0,2.5,0.807,2.3,8.5,10.9,1.9,1.1,0.5,1.2,5.6,19.0,118.0,106,Jonas Jerebko\jerebjo01/2018,2018,13.2,0.586,0.46,0.16699999999999998,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,1.8,1.6,3.4,0.14400000000000002,-0.3,-0.3,-0.6,0.4,0
1046,Amir Johnson\johnsam01,C,30,PHI,74,18,1171,5.8,10.7,0.5379999999999999,0.4,1.3,0.313,5.3,9.4,0.57,2.1,3.5,0.612,5.1,8.5,13.6,4.8,1.8,1.8,2.3,7.9,14.0,121.0,103,Amir Johnson\johnsam01/2018,2018,14.9,0.575,0.12300000000000001,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,2.1,2.0,4.1,0.16899999999999998,-0.2,3.1,2.9,1.5,0
1047,Brice Johnson\johnsbr02,PF,23,TOT,18,0,98,10.2,21.3,0.47600000000000003,0.0,0.5,0.0,10.2,20.8,0.488,1.5,2.5,0.6,4.6,11.2,15.8,1.0,4.6,3.0,2.5,6.6,21.8,96.0,99,Brice Johnson\johnsbr02/2018,2018,18.2,0.486,0.024,0.11900000000000001,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,0.0,0.2,0.2,0.08199999999999999,-4.9,2.0,-2.8,0.0,0
1048,Dakari Johnson\johnsda04,C,22,OKC,31,6,161,6.8,12.0,0.564,0.0,0.0,0.0,6.8,12.0,0.564,3.4,6.2,0.55,4.9,5.5,10.5,2.5,1.8,2.5,0.9,8.3,17.0,128.0,106,Dakari Johnson\johnsda04/2018,2018,16.4,0.575,0.0,0.513,10.7,12.8,11.7,7.2,1.8,4.5,5.9,13.5,0.4,0.2,0.6,0.17800000000000002,-0.9,1.2,0.3,0.1,0
1049,James Johnson\johnsja01,PF,30,MIA,73,41,1943,8.0,15.9,0.503,1.5,4.8,0.308,6.5,11.1,0.5870000000000001,2.9,4.2,0.698,1.6,7.7,9.3,7.2,1.8,1.3,3.6,5.0,20.4,109.0,105,James Johnson\johnsja01/2018,2018,15.8,0.575,0.301,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,2.2,2.8,5.0,0.12300000000000001,-0.1,1.7,1.7,1.8,0
1050,Joe Johnson\johnsjo02,SF,36,TOT,55,4,1205,6.0,14.9,0.406,1.7,6.0,0.276,4.4,8.9,0.493,1.7,1.9,0.889,0.6,6.5,7.1,3.4,0.7,0.3,2.0,2.8,15.4,98.0,109,Joe Johnson\johnsjo02/2018,2018,8.1,0.49,0.40299999999999997,0.125,1.3,14.7,8.1,10.2,0.7,0.5,11.4,15.9,-0.3,1.3,1.0,0.04,-3.4,-0.4,-3.8,-0.5,0
1051,Omari Johnson\johnsom01,PF,28,MEM,4,0,75,6.1,14.2,0.429,2.7,8.1,0.33299999999999996,3.4,6.1,0.556,0.0,0.0,0.0,2.7,4.7,7.4,4.7,1.3,0.0,2.0,4.0,14.8,108.0,114,Omari Johnson\johnsom01/2018,2018,10.5,0.524,0.5710000000000001,0.0,6.0,11.1,8.5,14.5,1.3,0.0,12.5,14.4,0.1,0.0,0.1,0.053,-0.6,-2.2,-2.8,0.0,0
1052,Stanley Johnson\johnsst04,SF,21,DET,69,50,1894,5.5,14.7,0.375,1.8,6.2,0.28600000000000003,3.8,8.6,0.439,2.9,3.8,0.772,0.9,5.8,6.6,2.9,2.5,0.4,2.0,4.5,15.8,97.0,107,Stanley Johnson\johnsst04/2018,2018,9.0,0.48,0.418,0.259,1.9,13.0,7.3,8.5,2.5,0.7,11.0,16.4,-0.6,2.4,1.8,0.046,-2.6,1.1,-1.5,0.2,0
1053,Tyler Johnson\johnsty01,PG,25,MIA,72,39,2052,7.6,17.4,0.435,2.9,7.9,0.36700000000000005,4.6,9.5,0.491,2.6,3.2,0.8220000000000001,0.8,5.2,6.1,4.0,1.5,0.8,2.0,3.6,20.6,109.0,108,Tyler Johnson\johnsty01/2018,2018,13.0,0.5489999999999999,0.456,0.18100000000000002,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,0.09699999999999999,-0.1,-0.1,-0.2,0.9,0
1054,Wesley Johnson\johnswe01,SF,30,LAC,74,40,1486,4.9,12.0,0.408,2.0,5.8,0.33899999999999997,2.9,6.2,0.47100000000000003,1.4,1.9,0.741,0.9,6.1,7.1,2.0,2.5,2.0,1.8,4.8,13.2,99.0,107,Wesley Johnson\johnswe01/2018,2018,9.8,0.512,0.48100000000000004,0.158,2.2,13.6,8.0,5.6,2.5,3.5,12.3,13.0,-0.1,1.7,1.7,0.055,-2.0,2.3,0.3,0.9,0
1055,Nikola Jokic\jokicni01,C,22,DEN,75,73,2443,10.2,20.5,0.499,2.3,5.7,0.396,8.0,14.8,0.5379999999999999,5.4,6.4,0.85,4.0,12.3,16.3,9.3,1.8,1.2,4.3,4.3,28.1,121.0,107,Nikola Jokic\jokicni01/2018,2018,24.4,0.603,0.27699999999999997,0.31,9.0,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,0.21100000000000002,4.8,2.3,7.1,5.6,1
1056,Damian Jones\jonesda03,C,22,GSW,15,0,89,6.0,11.9,0.5,0.0,0.0,0.0,6.0,11.9,0.5,1.6,2.7,0.6,2.7,4.9,7.6,1.1,0.5,1.6,2.2,7.6,13.5,99.0,111,Damian Jones\jonesda03/2018,2018,6.8,0.517,0.0,0.22699999999999998,6.8,10.6,8.8,2.9,0.5,2.7,14.2,13.9,0.0,0.1,0.1,0.031,-4.9,-1.7,-6.6,-0.1,0
1057,Derrick Jones\jonesde02,SF,20,TOT,20,8,245,4.3,10.8,0.396,0.6,3.7,0.16699999999999998,3.7,7.1,0.514,3.3,4.9,0.667,4.3,3.5,7.7,1.8,0.8,2.6,1.4,4.9,12.4,107.0,109,Derrick Jones\jonesde02/2018,2018,10.1,0.48,0.34,0.45299999999999996,9.6,7.8,8.7,5.1,0.8,4.4,9.9,12.8,0.1,0.2,0.4,0.075,-2.7,0.7,-2.0,0.0,0
1058,Jalen Jones\jonesja04,SF,24,TOT,16,0,181,7.2,18.8,0.382,2.8,7.2,0.385,4.4,11.6,0.381,3.3,5.2,0.632,3.6,6.9,10.5,1.1,1.4,0.3,1.9,6.1,20.4,98.0,110,Jalen Jones\jonesja04/2018,2018,10.3,0.485,0.382,0.27899999999999997,7.7,15.7,11.6,3.5,1.4,0.5,8.4,20.9,0.0,0.2,0.1,0.027000000000000003,-3.5,-2.9,-6.4,-0.2,0
1059,Tyus Jones\jonesty01,PG,21,MIN,82,11,1467,5.1,11.2,0.457,1.5,4.4,0.349,3.6,6.8,0.528,2.4,2.8,0.877,0.5,4.0,4.5,7.9,3.2,0.2,2.0,3.7,14.2,119.0,110,Tyus Jones\jonesty01/2018,2018,14.1,0.5720000000000001,0.39299999999999996,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14.0,12.7,2.3,1.2,3.6,0.11699999999999999,0.8,-0.3,0.5,0.9,0
1060,DeAndre Jordan\jordade01,C,29,LAC,77,77,2424,7.5,11.6,0.645,0.0,0.0,0.0,7.5,11.6,0.645,3.6,6.3,0.58,6.6,16.9,23.5,2.3,0.8,1.4,2.7,4.1,18.6,125.0,105,DeAndre Jordan\jordade01/2018,2018,20.2,0.648,0.0,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6.0,3.4,9.4,0.18600000000000003,0.5,1.6,2.1,2.5,1
