,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,as_caliber
469,Demetrius Jackson\jacksde01,PG,23,HOU,12,0,63,3.1,10.9,0.28600000000000003,0.0,4.7,0.0,3.1,6.2,0.5,0.0,0.0,,3.1,5.5,8.6,3.9,3.1,0.8,7.0,4.7,6.2,58.0,104,0.2,0.28600000000000003,0.429,0.0,7.2,12.4,9.8,10.7,3.1,1.3,39.1,16.1,-0.3,0.1,-0.2,-0.14,-9.5,2.3,-7.2,-0.1,0
470,Demetrius Jackson\jacksde01,PG,23,HOU,12,0,63,3.1,10.9,0.28600000000000003,0.0,4.7,0.0,3.1,6.2,0.5,0.0,0.0,,3.1,5.5,8.6,3.9,3.1,0.8,7.0,4.7,6.2,58.0,104,24.5,0.82,0.25,0.5,6.6,0.0,3.2,35.1,2.8,0.0,17.0,14.8,0.1,0.0,0.1,0.298,5.0,-4.0,1.0,0.0,0
471,Demetrius Jackson\jacksde01,PG,23,PHI,3,0,17,8.5,11.3,0.75,2.8,2.8,1.0,5.7,8.5,0.667,2.8,5.7,0.5,2.8,0.0,2.8,11.3,2.8,0.0,2.8,2.8,22.6,150.0,108,5.4,0.424,0.389,0.111,7.1,9.8,8.4,15.9,3.1,1.1,34.6,15.8,-0.2,0.1,-0.1,-0.047,-6.4,1.0,-5.5,-0.1,0
472,Demetrius Jackson\jacksde01,PG,23,PHI,3,0,17,8.5,11.3,0.75,2.8,2.8,1.0,5.7,8.5,0.667,2.8,5.7,0.5,2.8,0.0,2.8,11.3,2.8,0.0,2.8,2.8,22.6,150.0,108,0.2,0.28600000000000003,0.429,0.0,7.2,12.4,9.8,10.7,3.1,1.3,39.1,16.1,-0.3,0.1,-0.2,-0.14,-9.5,2.3,-7.2,-0.1,0
473,Demetrius Jackson\jacksde01,PG,23,PHI,3,0,17,8.5,11.3,0.75,2.8,2.8,1.0,5.7,8.5,0.667,2.8,5.7,0.5,2.8,0.0,2.8,11.3,2.8,0.0,2.8,2.8,22.6,150.0,108,24.5,0.82,0.25,0.5,6.6,0.0,3.2,35.1,2.8,0.0,17.0,14.8,0.1,0.0,0.1,0.298,5.0,-4.0,1.0,0.0,0
474,Josh Jackson\jacksjo02,SF,20,PHO,77,35,1959,9.5,22.8,0.41700000000000004,1.4,5.3,0.263,8.1,17.5,0.46399999999999997,4.3,6.8,0.634,2.3,6.3,8.6,2.9,2.0,0.9,3.6,5.3,24.7,93.0,112,11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2.0,1.4,12.2,26.0,-2.0,1.2,-0.7,-0.018000000000000002,-3.1,-1.2,-4.3,-1.1,0
475,Justin Jackson\jacksju01,SF,22,SAC,68,41,1506,6.2,14.1,0.442,1.9,6.2,0.308,4.3,7.9,0.547,0.9,1.2,0.722,0.9,5.4,6.3,2.5,0.9,0.4,1.3,2.7,15.2,103.0,114,9.2,0.521,0.442,0.086,2.0,12.6,7.1,7.2,0.9,0.8,8.4,14.2,0.4,0.5,1.0,0.031,-2.0,-1.5,-3.5,-0.6,0
476,Reggie Jackson\jacksre01,PG,27,DET,45,45,1201,10.2,24.0,0.426,2.2,7.0,0.308,8.1,16.9,0.475,4.7,5.6,0.836,1.2,4.0,5.2,9.9,1.1,0.2,4.1,3.6,27.2,105.0,111,15.9,0.516,0.293,0.23199999999999998,2.6,9.0,5.7,32.8,1.1,0.3,13.5,27.1,1.1,0.9,2.0,0.078,0.8,-2.3,-1.5,0.2,0
477,LeBron James\jamesle01,PF,33,CLE,82,82,3026,13.9,25.6,0.542,2.4,6.6,0.36700000000000005,11.5,19.0,0.603,6.3,8.6,0.731,1.6,9.9,11.5,12.1,1.9,1.1,5.6,2.2,36.4,118.0,109,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2.0,16.1,31.6,11.0,3.0,14.0,0.221,7.6,2.0,9.6,8.9,1
478,Mike James\jamesmi02,PG,27,TOT,36,10,687,8.6,22.4,0.38299999999999995,1.8,6.8,0.265,6.8,15.5,0.435,4.5,5.9,0.762,0.9,5.4,6.3,8.8,2.0,0.5,3.4,3.3,23.4,99.0,113,13.9,0.469,0.305,0.262,2.0,12.2,7.0,29.4,2.0,0.8,12.0,25.1,-0.1,0.3,0.2,0.017,-0.9,-1.8,-2.6,-0.1,0
479,Mike James\jamesmi02,PG,27,TOT,36,10,687,8.6,22.4,0.38299999999999995,1.8,6.8,0.265,6.8,15.5,0.435,4.5,5.9,0.762,0.9,5.4,6.3,8.8,2.0,0.5,3.4,3.3,23.4,99.0,113,14.2,0.47600000000000003,0.311,0.26899999999999996,1.9,12.5,7.1,29.0,1.9,0.8,12.1,25.2,0.0,0.3,0.3,0.021,-0.7,-1.7,-2.4,-0.1,0
480,Mike James\jamesmi02,PG,27,TOT,36,10,687,8.6,22.4,0.38299999999999995,1.8,6.8,0.265,6.8,15.5,0.435,4.5,5.9,0.762,0.9,5.4,6.3,8.8,2.0,0.5,3.4,3.3,23.4,99.0,113,3.5,0.222,0.111,0.0,6.2,0.0,3.0,43.5,2.7,0.0,10.0,24.1,-0.1,0.0,-0.1,-0.146,-7.7,-4.6,-12.4,0.0,0
481,Mike James\jamesmi02,PG,27,PHO,32,10,669,8.7,22.3,0.38799999999999996,1.9,6.9,0.268,6.8,15.4,0.442,4.6,6.0,0.762,0.9,5.5,6.4,8.6,1.9,0.5,3.4,3.2,23.8,100.0,113,13.9,0.469,0.305,0.262,2.0,12.2,7.0,29.4,2.0,0.8,12.0,25.1,-0.1,0.3,0.2,0.017,-0.9,-1.8,-2.6,-0.1,0
482,Mike James\jamesmi02,PG,27,PHO,32,10,669,8.7,22.3,0.38799999999999996,1.9,6.9,0.268,6.8,15.4,0.442,4.6,6.0,0.762,0.9,5.5,6.4,8.6,1.9,0.5,3.4,3.2,23.8,100.0,113,14.2,0.47600000000000003,0.311,0.26899999999999996,1.9,12.5,7.1,29.0,1.9,0.8,12.1,25.2,0.0,0.3,0.3,0.021,-0.7,-1.7,-2.4,-0.1,0
483,Mike James\jamesmi02,PG,27,PHO,32,10,669,8.7,22.3,0.38799999999999996,1.9,6.9,0.268,6.8,15.4,0.442,4.6,6.0,0.762,0.9,5.5,6.4,8.6,1.9,0.5,3.4,3.2,23.8,100.0,113,3.5,0.222,0.111,0.0,6.2,0.0,3.0,43.5,2.7,0.0,10.0,24.1,-0.1,0.0,-0.1,-0.146,-7.7,-4.6,-12.4,0.0,0
484,Mike James\jamesmi02,PG,27,NOP,4,0,18,5.3,23.9,0.222,0.0,2.7,0.0,5.3,21.2,0.25,0.0,0.0,,2.7,0.0,2.7,15.9,2.7,0.0,2.7,8.0,10.6,77.0,111,13.9,0.469,0.305,0.262,2.0,12.2,7.0,29.4,2.0,0.8,12.0,25.1,-0.1,0.3,0.2,0.017,-0.9,-1.8,-2.6,-0.1,0
485,Mike James\jamesmi02,PG,27,NOP,4,0,18,5.3,23.9,0.222,0.0,2.7,0.0,5.3,21.2,0.25,0.0,0.0,,2.7,0.0,2.7,15.9,2.7,0.0,2.7,8.0,10.6,77.0,111,14.2,0.47600000000000003,0.311,0.26899999999999996,1.9,12.5,7.1,29.0,1.9,0.8,12.1,25.2,0.0,0.3,0.3,0.021,-0.7,-1.7,-2.4,-0.1,0
486,Mike James\jamesmi02,PG,27,NOP,4,0,18,5.3,23.9,0.222,0.0,2.7,0.0,5.3,21.2,0.25,0.0,0.0,,2.7,0.0,2.7,15.9,2.7,0.0,2.7,8.0,10.6,77.0,111,3.5,0.222,0.111,0.0,6.2,0.0,3.0,43.5,2.7,0.0,10.0,24.1,-0.1,0.0,-0.1,-0.146,-7.7,-4.6,-12.4,0.0,0
487,Al Jefferson\jeffeal01,C,33,IND,36,1,484,11.5,21.5,0.534,0.0,0.3,0.0,11.5,21.2,0.541,3.1,3.7,0.833,3.1,11.7,14.8,3.1,1.7,2.4,2.2,6.8,26.0,113.0,104,20.2,0.563,0.013999999999999999,0.17300000000000001,7.0,26.2,16.7,10.0,1.7,4.2,8.6,22.5,0.8,0.8,1.6,0.158,-1.7,1.3,-0.5,0.2,0
488,Richard Jefferson\jefferi01,SF,37,DEN,20,0,163,3.6,8.2,0.444,0.6,2.1,0.28600000000000003,3.0,6.1,0.5,1.2,2.1,0.5710000000000001,0.6,4.6,5.2,4.6,0.6,0.3,1.5,3.3,9.1,106.0,115,6.4,0.499,0.259,0.259,1.4,10.3,5.9,12.0,0.6,0.5,14.3,9.4,0.1,0.0,0.1,0.028999999999999998,-3.8,-2.0,-5.9,-0.2,0
489,Brandon Jennings\jennibr01,PG,28,MIL,14,0,205,6.6,17.5,0.375,2.2,8.0,0.273,4.4,9.5,0.462,2.4,2.4,1.0,1.2,6.3,7.5,10.7,1.5,1.0,4.4,2.7,17.8,99.0,111,12.7,0.478,0.45799999999999996,0.139,2.9,14.8,8.9,31.1,1.5,1.7,19.1,20.8,0.0,0.1,0.1,0.026000000000000002,-2.0,-1.7,-3.8,-0.1,0
490,Jonas Jerebko\jerebjo01,PF,30,UTA,74,19,1134,7.0,15.1,0.466,2.9,6.9,0.414,4.2,8.1,0.511,2.0,2.5,0.807,2.3,8.5,10.9,1.9,1.1,0.5,1.2,5.6,19.0,118.0,106,13.2,0.586,0.46,0.16699999999999998,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,1.8,1.6,3.4,0.14400000000000002,-0.3,-0.3,-0.6,0.4,0
491,Amir Johnson\johnsam01,C,30,PHI,74,18,1171,5.8,10.7,0.5379999999999999,0.4,1.3,0.313,5.3,9.4,0.57,2.1,3.5,0.612,5.1,8.5,13.6,4.8,1.8,1.8,2.3,7.9,14.0,121.0,103,14.9,0.575,0.12300000000000001,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,2.1,2.0,4.1,0.16899999999999998,-0.2,3.1,2.9,1.5,0
492,Brice Johnson\johnsbr02,PF,23,TOT,18,0,98,10.2,21.3,0.47600000000000003,0.0,0.5,0.0,10.2,20.8,0.488,1.5,2.5,0.6,4.6,11.2,15.8,1.0,4.6,3.0,2.5,6.6,21.8,96.0,99,18.2,0.486,0.024,0.11900000000000001,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,0.0,0.2,0.2,0.08199999999999999,-4.9,2.0,-2.8,0.0,0
493,Brice Johnson\johnsbr02,PF,23,TOT,18,0,98,10.2,21.3,0.47600000000000003,0.0,0.5,0.0,10.2,20.8,0.488,1.5,2.5,0.6,4.6,11.2,15.8,1.0,4.6,3.0,2.5,6.6,21.8,96.0,99,21.3,0.6729999999999999,0.091,0.182,5.9,31.4,18.8,4.0,7.7,4.4,25.2,18.0,0.0,0.1,0.1,0.168,-2.6,6.4,3.8,0.1,0
494,Brice Johnson\johnsbr02,PF,23,TOT,18,0,98,10.2,21.3,0.47600000000000003,0.0,0.5,0.0,10.2,20.8,0.488,1.5,2.5,0.6,4.6,11.2,15.8,1.0,4.6,3.0,2.5,6.6,21.8,96.0,99,16.2,0.418,0.0,0.09699999999999999,13.2,21.7,17.4,3.0,2.5,6.2,3.0,24.9,-0.1,0.1,0.0,0.027999999999999997,-6.3,-0.8,-7.0,-0.1,0
495,Brice Johnson\johnsbr02,PF,23,LAC,9,0,38,9.0,14.1,0.636,0.0,1.3,0.0,9.0,12.8,0.7,2.6,2.6,1.0,2.6,14.1,16.6,1.3,7.7,2.6,5.1,9.0,20.5,103.0,90,18.2,0.486,0.024,0.11900000000000001,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,0.0,0.2,0.2,0.08199999999999999,-4.9,2.0,-2.8,0.0,0
496,Brice Johnson\johnsbr02,PF,23,LAC,9,0,38,9.0,14.1,0.636,0.0,1.3,0.0,9.0,12.8,0.7,2.6,2.6,1.0,2.6,14.1,16.6,1.3,7.7,2.6,5.1,9.0,20.5,103.0,90,21.3,0.6729999999999999,0.091,0.182,5.9,31.4,18.8,4.0,7.7,4.4,25.2,18.0,0.0,0.1,0.1,0.168,-2.6,6.4,3.8,0.1,0
497,Brice Johnson\johnsbr02,PF,23,LAC,9,0,38,9.0,14.1,0.636,0.0,1.3,0.0,9.0,12.8,0.7,2.6,2.6,1.0,2.6,14.1,16.6,1.3,7.7,2.6,5.1,9.0,20.5,103.0,90,16.2,0.418,0.0,0.09699999999999999,13.2,21.7,17.4,3.0,2.5,6.2,3.0,24.9,-0.1,0.1,0.0,0.027999999999999997,-6.3,-0.8,-7.0,-0.1,0
498,Brice Johnson\johnsbr02,PF,23,MEM,9,0,60,11.0,26.1,0.419,0.0,0.0,,11.0,26.1,0.419,0.8,2.5,0.33299999999999996,5.9,9.3,15.2,0.8,2.5,3.4,0.8,5.1,22.8,93.0,105,18.2,0.486,0.024,0.11900000000000001,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,0.0,0.2,0.2,0.08199999999999999,-4.9,2.0,-2.8,0.0,0
499,Brice Johnson\johnsbr02,PF,23,MEM,9,0,60,11.0,26.1,0.419,0.0,0.0,,11.0,26.1,0.419,0.8,2.5,0.33299999999999996,5.9,9.3,15.2,0.8,2.5,3.4,0.8,5.1,22.8,93.0,105,21.3,0.6729999999999999,0.091,0.182,5.9,31.4,18.8,4.0,7.7,4.4,25.2,18.0,0.0,0.1,0.1,0.168,-2.6,6.4,3.8,0.1,0
500,Brice Johnson\johnsbr02,PF,23,MEM,9,0,60,11.0,26.1,0.419,0.0,0.0,,11.0,26.1,0.419,0.8,2.5,0.33299999999999996,5.9,9.3,15.2,0.8,2.5,3.4,0.8,5.1,22.8,93.0,105,16.2,0.418,0.0,0.09699999999999999,13.2,21.7,17.4,3.0,2.5,6.2,3.0,24.9,-0.1,0.1,0.0,0.027999999999999997,-6.3,-0.8,-7.0,-0.1,0
501,Dakari Johnson\johnsda04,C,22,OKC,31,6,161,6.8,12.0,0.564,0.0,0.0,,6.8,12.0,0.564,3.4,6.2,0.55,4.9,5.5,10.5,2.5,1.8,2.5,0.9,8.3,17.0,128.0,106,16.4,0.575,0.0,0.513,10.7,12.8,11.7,7.2,1.8,4.5,5.9,13.5,0.4,0.2,0.6,0.17800000000000002,-0.9,1.2,0.3,0.1,0
502,James Johnson\johnsja01,PF,30,MIA,73,41,1943,8.0,15.9,0.503,1.5,4.8,0.308,6.5,11.1,0.5870000000000001,2.9,4.2,0.698,1.6,7.7,9.3,7.2,1.8,1.3,3.6,5.0,20.4,109.0,105,15.8,0.575,0.301,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,2.2,2.8,5.0,0.12300000000000001,-0.1,1.7,1.7,1.8,0
503,Joe Johnson\johnsjo02,SF,36,TOT,55,4,1205,6.0,14.9,0.406,1.7,6.0,0.276,4.4,8.9,0.493,1.7,1.9,0.889,0.6,6.5,7.1,3.4,0.7,0.3,2.0,2.8,15.4,98.0,109,8.1,0.49,0.40299999999999997,0.125,1.3,14.7,8.1,10.2,0.7,0.5,11.4,15.9,-0.3,1.3,1.0,0.04,-3.4,-0.4,-3.8,-0.5,0
504,Joe Johnson\johnsjo02,SF,36,TOT,55,4,1205,6.0,14.9,0.406,1.7,6.0,0.276,4.4,8.9,0.493,1.7,1.9,0.889,0.6,6.5,7.1,3.4,0.7,0.3,2.0,2.8,15.4,98.0,109,9.0,0.49200000000000005,0.37200000000000005,0.106,2.0,15.2,8.7,9.8,0.9,0.7,11.6,17.2,-0.2,0.8,0.6,0.040999999999999995,-3.3,0.0,-3.3,-0.2,0
505,Joe Johnson\johnsjo02,SF,36,TOT,55,4,1205,6.0,14.9,0.406,1.7,6.0,0.276,4.4,8.9,0.493,1.7,1.9,0.889,0.6,6.5,7.1,3.4,0.7,0.3,2.0,2.8,15.4,98.0,109,6.8,0.485,0.455,0.157,0.5,13.9,7.3,10.7,0.6,0.2,11.2,14.1,0.0,0.4,0.4,0.038,-3.6,-0.9,-4.4,-0.3,0
506,Joe Johnson\johnsjo02,SF,36,UTA,32,3,700,6.8,16.2,0.42,1.6,6.0,0.27399999999999997,5.2,10.2,0.507,1.4,1.7,0.833,0.9,6.8,7.7,3.2,0.9,0.4,2.2,2.3,16.7,96.0,107,8.1,0.49,0.40299999999999997,0.125,1.3,14.7,8.1,10.2,0.7,0.5,11.4,15.9,-0.3,1.3,1.0,0.04,-3.4,-0.4,-3.8,-0.5,0
507,Joe Johnson\johnsjo02,SF,36,UTA,32,3,700,6.8,16.2,0.42,1.6,6.0,0.27399999999999997,5.2,10.2,0.507,1.4,1.7,0.833,0.9,6.8,7.7,3.2,0.9,0.4,2.2,2.3,16.7,96.0,107,9.0,0.49200000000000005,0.37200000000000005,0.106,2.0,15.2,8.7,9.8,0.9,0.7,11.6,17.2,-0.2,0.8,0.6,0.040999999999999995,-3.3,0.0,-3.3,-0.2,0
508,Joe Johnson\johnsjo02,SF,36,UTA,32,3,700,6.8,16.2,0.42,1.6,6.0,0.27399999999999997,5.2,10.2,0.507,1.4,1.7,0.833,0.9,6.8,7.7,3.2,0.9,0.4,2.2,2.3,16.7,96.0,107,6.8,0.485,0.455,0.157,0.5,13.9,7.3,10.7,0.6,0.2,11.2,14.1,0.0,0.4,0.4,0.038,-3.6,-0.9,-4.4,-0.3,0
509,Joe Johnson\johnsjo02,SF,36,HOU,23,1,505,5.0,13.1,0.381,1.7,5.9,0.27899999999999997,3.3,7.1,0.466,1.9,2.0,0.9520000000000001,0.2,6.1,6.3,3.7,0.6,0.1,1.8,3.4,13.5,100.0,110,8.1,0.49,0.40299999999999997,0.125,1.3,14.7,8.1,10.2,0.7,0.5,11.4,15.9,-0.3,1.3,1.0,0.04,-3.4,-0.4,-3.8,-0.5,0
510,Joe Johnson\johnsjo02,SF,36,HOU,23,1,505,5.0,13.1,0.381,1.7,5.9,0.27899999999999997,3.3,7.1,0.466,1.9,2.0,0.9520000000000001,0.2,6.1,6.3,3.7,0.6,0.1,1.8,3.4,13.5,100.0,110,9.0,0.49200000000000005,0.37200000000000005,0.106,2.0,15.2,8.7,9.8,0.9,0.7,11.6,17.2,-0.2,0.8,0.6,0.040999999999999995,-3.3,0.0,-3.3,-0.2,0
511,Joe Johnson\johnsjo02,SF,36,HOU,23,1,505,5.0,13.1,0.381,1.7,5.9,0.27899999999999997,3.3,7.1,0.466,1.9,2.0,0.9520000000000001,0.2,6.1,6.3,3.7,0.6,0.1,1.8,3.4,13.5,100.0,110,6.8,0.485,0.455,0.157,0.5,13.9,7.3,10.7,0.6,0.2,11.2,14.1,0.0,0.4,0.4,0.038,-3.6,-0.9,-4.4,-0.3,0
512,Omari Johnson\johnsom01,PF,28,MEM,4,0,75,6.1,14.2,0.429,2.7,8.1,0.33299999999999996,3.4,6.1,0.556,0.0,0.0,,2.7,4.7,7.4,4.7,1.3,0.0,2.0,4.0,14.8,108.0,114,10.5,0.524,0.5710000000000001,0.0,6.0,11.1,8.5,14.5,1.3,0.0,12.5,14.4,0.1,0.0,0.1,0.053,-0.6,-2.2,-2.8,0.0,0
513,Stanley Johnson\johnsst04,SF,21,DET,69,50,1894,5.5,14.7,0.375,1.8,6.2,0.28600000000000003,3.8,8.6,0.439,2.9,3.8,0.772,0.9,5.8,6.6,2.9,2.5,0.4,2.0,4.5,15.8,97.0,107,9.0,0.48,0.418,0.259,1.9,13.0,7.3,8.5,2.5,0.7,11.0,16.4,-0.6,2.4,1.8,0.046,-2.6,1.1,-1.5,0.2,0
514,Tyler Johnson\johnsty01,PG,25,MIA,72,39,2052,7.6,17.4,0.435,2.9,7.9,0.36700000000000005,4.6,9.5,0.491,2.6,3.2,0.8220000000000001,0.8,5.2,6.1,4.0,1.5,0.8,2.0,3.6,20.6,109.0,108,13.0,0.5489999999999999,0.456,0.18100000000000002,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,0.09699999999999999,-0.1,-0.1,-0.2,0.9,0
515,Wesley Johnson\johnswe01,SF,30,LAC,74,40,1486,4.9,12.0,0.408,2.0,5.8,0.33899999999999997,2.9,6.2,0.47100000000000003,1.4,1.9,0.741,0.9,6.1,7.1,2.0,2.5,2.0,1.8,4.8,13.2,99.0,107,9.8,0.512,0.48100000000000004,0.158,2.2,13.6,8.0,5.6,2.5,3.5,12.3,13.0,-0.1,1.7,1.7,0.055,-2.0,2.3,0.3,0.9,0
516,Nikola Jokic\jokicni01,C,22,DEN,75,73,2443,10.2,20.5,0.499,2.3,5.7,0.396,8.0,14.8,0.5379999999999999,5.4,6.4,0.85,4.0,12.3,16.3,9.3,1.8,1.2,4.3,4.3,28.1,121.0,107,24.4,0.603,0.27699999999999997,0.31,9.0,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,0.21100000000000002,4.8,2.3,7.1,5.6,1
517,Damian Jones\jonesda03,C,22,GSW,15,0,89,6.0,11.9,0.5,0.0,0.0,,6.0,11.9,0.5,1.6,2.7,0.6,2.7,4.9,7.6,1.1,0.5,1.6,2.2,7.6,13.5,99.0,111,6.8,0.517,0.0,0.22699999999999998,6.8,10.6,8.8,2.9,0.5,2.7,14.2,13.9,0.0,0.1,0.1,0.031,-4.9,-1.7,-6.6,-0.1,0
518,Derrick Jones\jonesde02,SF,20,TOT,20,8,245,4.3,10.8,0.396,0.6,3.7,0.16699999999999998,3.7,7.1,0.514,3.3,4.9,0.667,4.3,3.5,7.7,1.8,0.8,2.6,1.4,4.9,12.4,107.0,109,10.1,0.48,0.34,0.45299999999999996,9.6,7.8,8.7,5.1,0.8,4.4,9.9,12.8,0.1,0.2,0.4,0.075,-2.7,0.7,-2.0,0.0,0
519,Derrick Jones\jonesde02,SF,20,TOT,20,8,245,4.3,10.8,0.396,0.6,3.7,0.16699999999999998,3.7,7.1,0.514,3.3,4.9,0.667,4.3,3.5,7.7,1.8,0.8,2.6,1.4,4.9,12.4,107.0,109,18.4,0.6779999999999999,0.5,1.5,6.4,6.6,6.5,12.3,1.5,9.8,13.1,9.8,0.1,0.0,0.1,0.177,0.1,3.8,3.9,0.0,0
520,Derrick Jones\jonesde02,SF,20,TOT,20,8,245,4.3,10.8,0.396,0.6,3.7,0.16699999999999998,3.7,7.1,0.514,3.3,4.9,0.667,4.3,3.5,7.7,1.8,0.8,2.6,1.4,4.9,12.4,107.0,109,8.8,0.457,0.327,0.36700000000000005,10.1,8.0,9.0,4.0,0.7,3.6,9.5,13.3,0.0,0.2,0.3,0.059000000000000004,-3.1,0.2,-2.9,0.0,0
521,Derrick Jones\jonesde02,SF,20,PHO,6,0,33,2.9,5.8,0.5,0.0,2.9,0.0,2.9,2.9,1.0,7.3,8.7,0.833,2.9,2.9,5.8,4.4,1.5,5.8,1.5,2.9,13.1,141.0,109,10.1,0.48,0.34,0.45299999999999996,9.6,7.8,8.7,5.1,0.8,4.4,9.9,12.8,0.1,0.2,0.4,0.075,-2.7,0.7,-2.0,0.0,0
522,Derrick Jones\jonesde02,SF,20,PHO,6,0,33,2.9,5.8,0.5,0.0,2.9,0.0,2.9,2.9,1.0,7.3,8.7,0.833,2.9,2.9,5.8,4.4,1.5,5.8,1.5,2.9,13.1,141.0,109,18.4,0.6779999999999999,0.5,1.5,6.4,6.6,6.5,12.3,1.5,9.8,13.1,9.8,0.1,0.0,0.1,0.177,0.1,3.8,3.9,0.0,0
523,Derrick Jones\jonesde02,SF,20,PHO,6,0,33,2.9,5.8,0.5,0.0,2.9,0.0,2.9,2.9,1.0,7.3,8.7,0.833,2.9,2.9,5.8,4.4,1.5,5.8,1.5,2.9,13.1,141.0,109,8.8,0.457,0.327,0.36700000000000005,10.1,8.0,9.0,4.0,0.7,3.6,9.5,13.3,0.0,0.2,0.3,0.059000000000000004,-3.1,0.2,-2.9,0.0,0
524,Derrick Jones\jonesde02,SF,20,MIA,14,8,212,4.5,11.6,0.38799999999999996,0.7,3.8,0.188,3.8,7.8,0.485,2.6,4.3,0.611,4.5,3.6,8.1,1.4,0.7,2.1,1.4,5.2,12.3,103.0,109,10.1,0.48,0.34,0.45299999999999996,9.6,7.8,8.7,5.1,0.8,4.4,9.9,12.8,0.1,0.2,0.4,0.075,-2.7,0.7,-2.0,0.0,0
525,Derrick Jones\jonesde02,SF,20,MIA,14,8,212,4.5,11.6,0.38799999999999996,0.7,3.8,0.188,3.8,7.8,0.485,2.6,4.3,0.611,4.5,3.6,8.1,1.4,0.7,2.1,1.4,5.2,12.3,103.0,109,18.4,0.6779999999999999,0.5,1.5,6.4,6.6,6.5,12.3,1.5,9.8,13.1,9.8,0.1,0.0,0.1,0.177,0.1,3.8,3.9,0.0,0
526,Derrick Jones\jonesde02,SF,20,MIA,14,8,212,4.5,11.6,0.38799999999999996,0.7,3.8,0.188,3.8,7.8,0.485,2.6,4.3,0.611,4.5,3.6,8.1,1.4,0.7,2.1,1.4,5.2,12.3,103.0,109,8.8,0.457,0.327,0.36700000000000005,10.1,8.0,9.0,4.0,0.7,3.6,9.5,13.3,0.0,0.2,0.3,0.059000000000000004,-3.1,0.2,-2.9,0.0,0
527,Jalen Jones\jonesja04,SF,24,TOT,16,0,181,7.2,18.8,0.382,2.8,7.2,0.385,4.4,11.6,0.381,3.3,5.2,0.632,3.6,6.9,10.5,1.1,1.4,0.3,1.9,6.1,20.4,98.0,110,10.3,0.485,0.382,0.27899999999999997,7.7,15.7,11.6,3.5,1.4,0.5,8.4,20.9,0.0,0.2,0.1,0.027000000000000003,-3.5,-2.9,-6.4,-0.2,0
528,Jalen Jones\jonesja04,SF,24,TOT,16,0,181,7.2,18.8,0.382,2.8,7.2,0.385,4.4,11.6,0.381,3.3,5.2,0.632,3.6,6.9,10.5,1.1,1.4,0.3,1.9,6.1,20.4,98.0,110,5.0,0.512,0.25,0.5,0.0,16.5,8.6,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.055,-6.1,-4.8,-10.8,0.0,0
529,Jalen Jones\jonesja04,SF,24,TOT,16,0,181,7.2,18.8,0.382,2.8,7.2,0.385,4.4,11.6,0.381,3.3,5.2,0.632,3.6,6.9,10.5,1.1,1.4,0.3,1.9,6.1,20.4,98.0,110,10.9,0.483,0.391,0.266,8.6,15.6,12.0,3.9,1.5,0.5,8.9,22.0,-0.1,0.1,0.1,0.024,-3.2,-2.7,-5.9,-0.2,0
530,Jalen Jones\jonesja04,SF,24,NOP,4,0,19,2.5,10.1,0.25,2.5,2.5,1.0,0.0,7.5,0.0,5.0,5.0,1.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,5.0,12.6,111.0,113,10.3,0.485,0.382,0.27899999999999997,7.7,15.7,11.6,3.5,1.4,0.5,8.4,20.9,0.0,0.2,0.1,0.027000000000000003,-3.5,-2.9,-6.4,-0.2,0
531,Jalen Jones\jonesja04,SF,24,NOP,4,0,19,2.5,10.1,0.25,2.5,2.5,1.0,0.0,7.5,0.0,5.0,5.0,1.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,5.0,12.6,111.0,113,5.0,0.512,0.25,0.5,0.0,16.5,8.6,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.055,-6.1,-4.8,-10.8,0.0,0
532,Jalen Jones\jonesja04,SF,24,NOP,4,0,19,2.5,10.1,0.25,2.5,2.5,1.0,0.0,7.5,0.0,5.0,5.0,1.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,5.0,12.6,111.0,113,10.9,0.483,0.391,0.266,8.6,15.6,12.0,3.9,1.5,0.5,8.9,22.0,-0.1,0.1,0.1,0.024,-3.2,-2.7,-5.9,-0.2,0
