,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,as_caliber
256,Larry Drew\drewla02,PG,27,NOP,7,0,55,5.2,14.8,0.353,2.6,5.2,0.5,2.6,9.5,0.273,0.0,0.0,,1.7,0.0,1.7,6.9,0.0,0.0,1.7,3.5,13.0,101.0,118,-9.4,0.14300000000000002,0.429,0.0,7.5,0.0,3.6,17.1,0.0,0.0,12.5,22.8,-0.1,0.0,-0.1,-0.299,-12.2,-5.2,-17.4,-0.1,0
257,Larry Drew\drewla02,PG,27,NOP,7,0,55,5.2,14.8,0.353,2.6,5.2,0.5,2.6,9.5,0.273,0.0,0.0,,1.7,0.0,1.7,6.9,0.0,0.0,1.7,3.5,13.0,101.0,118,6.3,0.441,0.353,0.0,4.1,0.0,2.0,18.9,0.0,0.0,10.5,15.0,0.0,0.0,0.0,0.003,-3.5,-5.4,-8.9,-0.1,0
258,Andre Drummond\drumman01,C,24,DET,78,78,2625,8.9,16.7,0.529,0.0,0.2,0.0,8.9,16.5,0.536,4.5,7.5,0.605,7.6,16.1,23.7,4.5,2.2,2.4,3.8,4.8,22.3,113.0,99,22.9,0.555,0.012,0.44799999999999995,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.18899999999999997,0.2,5.3,5.5,5.0,1
259,Jared Dudley\dudleja01,PF,32,PHO,48,0,686,3.3,8.5,0.39299999999999996,2.0,5.6,0.363,1.3,2.9,0.452,1.9,2.4,0.7709999999999999,0.6,6.0,6.6,5.4,1.7,0.8,2.0,5.9,10.6,110.0,113,8.8,0.5529999999999999,0.6559999999999999,0.287,1.2,13.6,7.3,15.6,1.7,1.3,16.9,10.2,0.5,0.4,0.8,0.057999999999999996,-1.9,0.0,-1.9,0.0,0
260,Kris Dunn\dunnkr01,PG,23,CHI,52,43,1525,9.2,21.3,0.429,1.4,4.3,0.321,7.8,17.0,0.457,2.7,3.6,0.737,0.8,6.3,7.1,9.9,3.3,0.9,4.8,5.6,22.4,96.0,107,14.5,0.488,0.201,0.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1.0,1.9,0.9,0.027000000000000003,-1.4,1.4,-0.1,0.7,0
261,Kevin Durant\duranke01,PF,29,GSW,68,68,2325,13.1,25.3,0.516,3.6,8.6,0.419,9.5,16.8,0.565,7.4,8.4,0.889,0.6,9.0,9.6,7.6,1.0,2.5,4.3,2.8,37.1,119.0,107,26.0,0.64,0.33799999999999997,0.331,1.6,19.5,11.2,25.5,1.0,4.0,12.9,30.4,7.5,2.9,10.4,0.215,5.0,0.7,5.6,4.5,1
262,Jarell Eddie\eddieja01,SF,26,TOT,3,0,9,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,100,-1.9,0.0,1.0,0.0,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,0.0,0.0,0.0,-0.142,-10.0,1.6,-8.4,0.0,0
263,Jarell Eddie\eddieja01,SF,26,TOT,3,0,9,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,100,4.0,0.0,1.0,0.0,0.0,18.0,9.1,0.0,8.3,0.0,0.0,7.4,0.0,0.0,0.0,-0.026000000000000002,-8.6,5.1,-3.5,0.0,0
264,Jarell Eddie\eddieja01,SF,26,TOT,3,0,9,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,100,-13.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.373,-13.0,-5.3,-18.3,0.0,0
265,Jarell Eddie\eddieja01,SF,26,BOS,2,0,6,0.0,8.3,0.0,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,,0.0,8.3,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,90,-1.9,0.0,1.0,0.0,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,0.0,0.0,0.0,-0.142,-10.0,1.6,-8.4,0.0,0
266,Jarell Eddie\eddieja01,SF,26,BOS,2,0,6,0.0,8.3,0.0,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,,0.0,8.3,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,90,4.0,0.0,1.0,0.0,0.0,18.0,9.1,0.0,8.3,0.0,0.0,7.4,0.0,0.0,0.0,-0.026000000000000002,-8.6,5.1,-3.5,0.0,0
267,Jarell Eddie\eddieja01,SF,26,BOS,2,0,6,0.0,8.3,0.0,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,,0.0,8.3,8.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,90,-13.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.373,-13.0,-5.3,-18.3,0.0,0
268,Jarell Eddie\eddieja01,SF,26,CHI,1,0,3,0.0,16.3,0.0,0.0,16.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,-1.9,0.0,1.0,0.0,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,0.0,0.0,0.0,-0.142,-10.0,1.6,-8.4,0.0,0
269,Jarell Eddie\eddieja01,SF,26,CHI,1,0,3,0.0,16.3,0.0,0.0,16.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,4.0,0.0,1.0,0.0,0.0,18.0,9.1,0.0,8.3,0.0,0.0,7.4,0.0,0.0,0.0,-0.026000000000000002,-8.6,5.1,-3.5,0.0,0
270,Jarell Eddie\eddieja01,SF,26,CHI,1,0,3,0.0,16.3,0.0,0.0,16.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,-13.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.373,-13.0,-5.3,-18.3,0.0,0
271,Henry Ellenson\ellenhe01,PF,21,DET,38,0,329,8.0,22.1,0.363,3.0,9.1,0.33299999999999996,5.0,13.0,0.384,3.8,4.4,0.862,1.5,10.8,12.3,3.0,0.8,0.0,2.7,3.3,22.9,95.0,108,10.5,0.47600000000000003,0.41100000000000003,0.19899999999999998,3.3,24.3,13.6,9.4,0.8,0.0,10.2,23.8,-0.2,0.4,0.1,0.02,-4.3,-2.6,-6.8,-0.4,0
272,Wayne Ellington\ellinwa01,SG,30,MIA,77,2,2041,7.0,17.2,0.40700000000000003,5.6,14.2,0.392,1.4,3.0,0.479,1.6,1.9,0.8590000000000001,0.6,4.8,5.4,1.9,1.3,0.2,1.3,2.3,21.3,113.0,110,12.5,0.588,0.8270000000000001,0.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,0.105,1.8,-1.8,0.0,1.0,0
273,Joel Embiid\embiijo01,C,23,PHI,63,63,1912,12.8,26.6,0.483,1.7,5.4,0.308,11.2,21.2,0.527,9.0,11.7,0.769,3.6,13.8,17.4,5.0,1.0,2.8,5.9,5.3,36.3,106.0,100,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,2.3,3.8,6.2,0.155,0.1,2.5,2.6,2.2,0
274,James Ennis\ennisja01,SF,27,TOT,72,22,1604,5.7,12.0,0.474,1.6,4.8,0.33299999999999996,4.1,7.2,0.5670000000000001,3.0,3.6,0.836,2.3,4.7,7.0,2.2,1.5,0.6,1.8,4.2,16.1,115.0,112,11.6,0.588,0.39799999999999996,0.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,2.0,1.1,3.1,0.092,-0.6,-0.5,-1.1,0.4,0
275,James Ennis\ennisja01,SF,27,TOT,72,22,1604,5.7,12.0,0.474,1.6,4.8,0.33299999999999996,4.1,7.2,0.5670000000000001,3.0,3.6,0.836,2.3,4.7,7.0,2.2,1.5,0.6,1.8,4.2,16.1,115.0,112,11.9,0.61,0.37799999999999995,0.32899999999999996,5.7,11.7,8.6,7.0,1.5,1.1,13.0,12.5,1.5,0.6,2.0,0.09300000000000001,-0.3,-0.4,-0.7,0.3,0
276,James Ennis\ennisja01,SF,27,TOT,72,22,1604,5.7,12.0,0.474,1.6,4.8,0.33299999999999996,4.1,7.2,0.5670000000000001,3.0,3.6,0.836,2.3,4.7,7.0,2.2,1.5,0.6,1.8,4.2,16.1,115.0,112,11.2,0.5579999999999999,0.426,0.265,3.9,9.6,6.7,5.9,1.4,1.0,9.0,16.0,0.5,0.5,1.0,0.09,-1.0,-0.7,-1.7,0.0,0
277,James Ennis\ennisja01,SF,27,MEM,45,14,1053,5.2,10.7,0.486,1.4,4.0,0.35700000000000004,3.7,6.6,0.565,3.1,3.5,0.877,2.5,5.0,7.5,2.4,1.5,0.6,1.8,3.9,14.9,118.0,113,11.6,0.588,0.39799999999999996,0.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,2.0,1.1,3.1,0.092,-0.6,-0.5,-1.1,0.4,0
278,James Ennis\ennisja01,SF,27,MEM,45,14,1053,5.2,10.7,0.486,1.4,4.0,0.35700000000000004,3.7,6.6,0.565,3.1,3.5,0.877,2.5,5.0,7.5,2.4,1.5,0.6,1.8,3.9,14.9,118.0,113,11.9,0.61,0.37799999999999995,0.32899999999999996,5.7,11.7,8.6,7.0,1.5,1.1,13.0,12.5,1.5,0.6,2.0,0.09300000000000001,-0.3,-0.4,-0.7,0.3,0
279,James Ennis\ennisja01,SF,27,MEM,45,14,1053,5.2,10.7,0.486,1.4,4.0,0.35700000000000004,3.7,6.6,0.565,3.1,3.5,0.877,2.5,5.0,7.5,2.4,1.5,0.6,1.8,3.9,14.9,118.0,113,11.2,0.5579999999999999,0.426,0.265,3.9,9.6,6.7,5.9,1.4,1.0,9.0,16.0,0.5,0.5,1.0,0.09,-1.0,-0.7,-1.7,0.0,0
280,James Ennis\ennisja01,SF,27,DET,27,8,551,6.7,14.7,0.457,1.9,6.2,0.304,4.8,8.4,0.57,3.0,3.9,0.767,1.8,4.3,6.1,2.0,1.4,0.5,1.6,4.8,18.3,111.0,110,11.6,0.588,0.39799999999999996,0.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,2.0,1.1,3.1,0.092,-0.6,-0.5,-1.1,0.4,0
281,James Ennis\ennisja01,SF,27,DET,27,8,551,6.7,14.7,0.457,1.9,6.2,0.304,4.8,8.4,0.57,3.0,3.9,0.767,1.8,4.3,6.1,2.0,1.4,0.5,1.6,4.8,18.3,111.0,110,11.9,0.61,0.37799999999999995,0.32899999999999996,5.7,11.7,8.6,7.0,1.5,1.1,13.0,12.5,1.5,0.6,2.0,0.09300000000000001,-0.3,-0.4,-0.7,0.3,0
282,James Ennis\ennisja01,SF,27,DET,27,8,551,6.7,14.7,0.457,1.9,6.2,0.304,4.8,8.4,0.57,3.0,3.9,0.767,1.8,4.3,6.1,2.0,1.4,0.5,1.6,4.8,18.3,111.0,110,11.2,0.5579999999999999,0.426,0.265,3.9,9.6,6.7,5.9,1.4,1.0,9.0,16.0,0.5,0.5,1.0,0.09,-1.0,-0.7,-1.7,0.0,0
283,Tyler Ennis\ennisty01,PG,23,LAL,54,11,683,6.6,15.7,0.42,1.0,3.9,0.25,5.6,11.8,0.47600000000000003,1.5,2.0,0.759,1.3,5.3,6.7,7.4,2.1,0.7,2.7,5.3,15.7,101.0,108,11.1,0.473,0.25,0.129,3.0,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,0.057999999999999996,-2.8,-0.1,-2.9,-0.1,0
284,Jawun Evans\evansja01,PG,21,LAC,48,4,778,5.6,15.8,0.35200000000000004,0.9,3.4,0.278,4.6,12.4,0.37200000000000005,2.4,3.1,0.7759999999999999,0.6,4.7,5.3,6.3,2.3,0.4,2.8,6.1,14.4,90.0,111,7.2,0.42100000000000004,0.213,0.19399999999999998,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011000000000000001,-4.2,-0.5,-4.7,-0.5,0
285,Jeremy Evans\evansje01,SF,30,ATL,1,0,5,9.8,9.8,1.0,0.0,0.0,,9.8,9.8,1.0,0.0,0.0,,9.8,0.0,9.8,0.0,0.0,0.0,9.8,9.8,19.5,96.0,119,10.4,1.0,0.0,0.0,22.3,0.0,11.2,0.0,0.0,0.0,50.0,17.5,0.0,0.0,0.0,-0.027999999999999997,-2.3,-6.0,-8.3,0.0,0
286,Tyreke Evans\evansty01,PG,28,MEM,52,32,1607,11.5,25.5,0.452,3.6,9.0,0.39899999999999997,7.9,16.5,0.48200000000000004,5.2,6.6,0.785,1.4,7.0,8.3,8.5,1.8,0.5,3.7,3.0,31.8,111.0,111,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1.0,11.5,28.4,3.1,1.2,4.2,0.126,4.4,-0.8,3.6,2.3,0
287,Dante Exum\exumda01,PG,22,UTA,14,0,235,9.0,18.6,0.483,1.1,3.8,0.278,7.9,14.7,0.536,5.3,6.6,0.8059999999999999,0.9,4.7,5.5,9.2,1.7,0.6,4.3,4.3,24.3,110.0,106,16.7,0.5660000000000001,0.207,0.35600000000000004,2.0,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,0.133,-0.5,-0.7,-1.2,0.0,0
288,Kenneth Faried\farieke01,PF,28,DEN,32,7,461,8.2,15.9,0.514,0.0,0.1,0.0,8.2,15.8,0.517,3.9,5.5,0.706,7.3,9.1,16.5,1.9,1.3,1.4,2.5,5.5,20.2,116.0,110,17.4,0.552,0.006999999999999999,0.345,16.7,20.7,18.7,5.8,1.3,2.4,11.9,18.3,0.9,0.4,1.3,0.132,-1.1,-1.1,-2.3,0.0,0
289,Derrick Favors\favorde01,C,26,UTA,77,77,2153,9.2,16.4,0.563,0.3,1.5,0.222,8.9,14.9,0.596,3.3,5.0,0.6509999999999999,4.6,8.2,12.9,2.4,1.3,1.9,2.0,3.8,22.0,119.0,104,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,0.179,0.5,2.2,2.7,2.5,1
290,Kay Felder\feldeka01,PG,22,TOT,16,0,140,7.3,24.4,0.3,1.4,6.6,0.21100000000000002,5.9,17.8,0.33299999999999996,3.8,4.2,0.917,1.0,5.2,6.3,7.0,1.0,0.3,5.6,3.8,19.9,76.0,113,3.6,0.379,0.271,0.171,2.3,12.0,6.9,22.0,1.0,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-8.6,-3.8,-12.4,-0.4,0
291,Kay Felder\feldeka01,PG,22,TOT,16,0,140,7.3,24.4,0.3,1.4,6.6,0.21100000000000002,5.9,17.8,0.33299999999999996,3.8,4.2,0.917,1.0,5.2,6.3,7.0,1.0,0.3,5.6,3.8,19.9,76.0,113,3.6,0.386,0.273,0.182,0.8,10.8,5.6,23.0,1.1,0.7,17.4,28.0,-0.5,0.1,-0.5,-0.168,-8.2,-3.3,-11.5,-0.3,0
292,Kay Felder\feldeka01,PG,22,TOT,16,0,140,7.3,24.4,0.3,1.4,6.6,0.21100000000000002,5.9,17.8,0.33299999999999996,3.8,4.2,0.917,1.0,5.2,6.3,7.0,1.0,0.3,5.6,3.8,19.9,76.0,113,2.0,0.25,0.25,0.0,36.0,37.6,36.8,0.0,0.0,0.0,20.0,36.9,0.0,0.0,0.0,-0.336,-18.1,-13.4,-31.4,0.0,0
293,Kay Felder\feldeka01,PG,22,CHI,14,0,134,7.3,24.0,0.303,1.5,6.6,0.222,5.8,17.5,0.33299999999999996,4.0,4.4,0.917,0.4,4.7,5.1,7.3,1.1,0.4,5.5,4.0,20.0,77.0,114,3.6,0.379,0.271,0.171,2.3,12.0,6.9,22.0,1.0,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-8.6,-3.8,-12.4,-0.4,0
294,Kay Felder\feldeka01,PG,22,CHI,14,0,134,7.3,24.0,0.303,1.5,6.6,0.222,5.8,17.5,0.33299999999999996,4.0,4.4,0.917,0.4,4.7,5.1,7.3,1.1,0.4,5.5,4.0,20.0,77.0,114,3.6,0.386,0.273,0.182,0.8,10.8,5.6,23.0,1.1,0.7,17.4,28.0,-0.5,0.1,-0.5,-0.168,-8.2,-3.3,-11.5,-0.3,0
295,Kay Felder\feldeka01,PG,22,CHI,14,0,134,7.3,24.0,0.303,1.5,6.6,0.222,5.8,17.5,0.33299999999999996,4.0,4.4,0.917,0.4,4.7,5.1,7.3,1.1,0.4,5.5,4.0,20.0,77.0,114,2.0,0.25,0.25,0.0,36.0,37.6,36.8,0.0,0.0,0.0,20.0,36.9,0.0,0.0,0.0,-0.336,-18.1,-13.4,-31.4,0.0,0
296,Kay Felder\feldeka01,PG,22,DET,2,0,6,8.3,33.3,0.25,0.0,8.3,0.0,8.3,24.9,0.33299999999999996,0.0,0.0,,16.6,16.6,33.3,0.0,0.0,0.0,8.3,0.0,16.6,65.0,107,3.6,0.379,0.271,0.171,2.3,12.0,6.9,22.0,1.0,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-8.6,-3.8,-12.4,-0.4,0
297,Kay Felder\feldeka01,PG,22,DET,2,0,6,8.3,33.3,0.25,0.0,8.3,0.0,8.3,24.9,0.33299999999999996,0.0,0.0,,16.6,16.6,33.3,0.0,0.0,0.0,8.3,0.0,16.6,65.0,107,3.6,0.386,0.273,0.182,0.8,10.8,5.6,23.0,1.1,0.7,17.4,28.0,-0.5,0.1,-0.5,-0.168,-8.2,-3.3,-11.5,-0.3,0
298,Kay Felder\feldeka01,PG,22,DET,2,0,6,8.3,33.3,0.25,0.0,8.3,0.0,8.3,24.9,0.33299999999999996,0.0,0.0,,16.6,16.6,33.3,0.0,0.0,0.0,8.3,0.0,16.6,65.0,107,2.0,0.25,0.25,0.0,36.0,37.6,36.8,0.0,0.0,0.0,20.0,36.9,0.0,0.0,0.0,-0.336,-18.1,-13.4,-31.4,0.0,0
299,Cristiano Felicio\feliccr01,C,25,CHI,55,16,977,6.3,10.7,0.591,0.0,0.1,0.0,6.3,10.6,0.596,2.7,4.0,0.667,4.1,7.5,11.6,2.7,0.8,0.5,2.7,5.2,15.4,114.0,113,12.5,0.614,0.009000000000000001,0.377,8.8,17.1,12.8,8.4,0.8,1.0,17.7,13.6,1.2,0.5,1.7,0.086,-2.3,-0.1,-2.4,-0.1,0
300,Raymond Felton\feltora01,PG,33,OKC,82,2,1365,8.1,20.1,0.406,2.9,8.4,0.35200000000000004,5.2,11.7,0.444,1.3,1.6,0.818,0.9,4.8,5.7,7.4,1.8,0.6,2.8,3.3,20.5,105.0,109,13.0,0.494,0.41700000000000004,0.08,2.0,11.0,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-1.1,-1.7,-2.8,-0.3,0
301,Terrance Ferguson\fergute01,SG,19,OKC,61,12,763,4.6,11.0,0.414,2.6,7.8,0.33299999999999996,2.0,3.2,0.612,0.6,0.7,0.9,1.2,1.8,3.1,1.2,1.6,0.7,0.7,5.4,12.3,115.0,111,7.4,0.545,0.71,0.059000000000000004,2.7,4.2,3.4,3.4,1.6,1.2,6.0,10.4,0.7,0.5,1.2,0.077,-1.2,-1.3,-2.5,-0.1,0
302,Yogi Ferrell\ferreyo01,SG,24,DAL,82,21,2282,6.8,16.1,0.426,2.9,7.9,0.373,3.9,8.2,0.47700000000000004,1.8,2.3,0.7959999999999999,0.6,4.9,5.5,4.4,1.4,0.2,1.7,3.4,18.4,107.0,112,11.4,0.54,0.49200000000000005,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17.0,1.5,1.5,3.0,0.064,-0.4,-0.6,-1.0,0.6,0
303,Dorian Finney-Smith\finnedo01,PF,24,DAL,21,13,448,5.2,13.6,0.38,2.2,7.5,0.299,2.9,6.1,0.48100000000000004,1.2,1.7,0.733,2.5,5.9,8.4,2.9,1.1,0.4,2.4,4.8,13.8,96.0,111,7.6,0.48200000000000004,0.5539999999999999,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-2.8,-0.3,-3.1,-0.1,0
304,Bryn Forbes\forbebr01,SG,24,SAS,80,12,1517,7.0,16.6,0.42100000000000004,3.0,7.6,0.39,4.0,9.0,0.446,1.6,2.4,0.667,0.4,3.3,3.7,2.7,0.9,0.1,1.2,3.6,18.5,106.0,110,9.1,0.525,0.45899999999999996,0.145,0.9,7.2,4.0,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-1.2,-1.9,-3.1,-0.4,0
305,Evan Fournier\fournev01,SF,25,ORL,57,57,1837,9.8,21.4,0.45899999999999996,3.4,8.9,0.379,6.4,12.4,0.516,4.0,4.6,0.867,0.6,4.2,4.8,4.4,1.3,0.4,2.5,3.7,27.0,110.0,113,15.5,0.5770000000000001,0.418,0.21600000000000003,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,1.6,-2.1,-0.4,0.7,0
306,De'Aaron Fox\foxde01,PG,20,SAC,73,60,2026,8.2,19.9,0.41200000000000003,1.2,3.8,0.307,7.0,16.1,0.436,3.5,4.9,0.723,0.8,4.3,5.1,8.0,1.7,0.5,4.3,4.1,21.1,94.0,113,11.2,0.478,0.192,0.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.013999999999999999,-2.8,-1.5,-4.4,-1.2,0
307,Tim Frazier\fraziti01,PG,27,WAS,59,11,838,4.0,10.2,0.395,1.0,3.3,0.304,3.0,6.9,0.44,1.4,1.8,0.767,1.1,5.7,6.8,11.5,2.8,0.4,3.4,5.7,10.4,105.0,107,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1.0,1.4,0.08,-2.4,0.3,-2.1,0.0,0
308,Channing Frye\fryech01,C,34,TOT,53,1,695,7.3,14.9,0.491,2.7,8.1,0.33899999999999997,4.6,6.8,0.67,1.2,1.3,0.895,0.8,8.6,9.5,2.7,1.3,0.9,1.5,4.8,18.5,115.0,111,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.10099999999999999,-0.7,-1.0,-1.7,0.1,0
309,Channing Frye\fryech01,C,34,TOT,53,1,695,7.3,14.9,0.491,2.7,8.1,0.33899999999999997,4.6,6.8,0.67,1.2,1.3,0.895,0.8,8.6,9.5,2.7,1.3,0.9,1.5,4.8,18.5,115.0,111,13.9,0.604,0.5329999999999999,0.08900000000000001,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,0.10400000000000001,-0.5,-0.8,-1.3,0.1,0
310,Channing Frye\fryech01,C,34,TOT,53,1,695,7.3,14.9,0.491,2.7,8.1,0.33899999999999997,4.6,6.8,0.67,1.2,1.3,0.895,0.8,8.6,9.5,2.7,1.3,0.9,1.5,4.8,18.5,115.0,111,10.2,0.581,0.581,0.09300000000000001,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1.3,-1.8,-3.0,0.0,0
311,Channing Frye\fryech01,C,34,CLE,44,1,545,7.6,15.2,0.49700000000000005,2.7,8.1,0.33299999999999996,4.9,7.1,0.684,1.3,1.3,0.9329999999999999,0.9,9.0,9.9,2.5,1.5,1.1,1.5,4.9,19.1,115.0,110,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.10099999999999999,-0.7,-1.0,-1.7,0.1,0
312,Channing Frye\fryech01,C,34,CLE,44,1,545,7.6,15.2,0.49700000000000005,2.7,8.1,0.33299999999999996,4.9,7.1,0.684,1.3,1.3,0.9329999999999999,0.9,9.0,9.9,2.5,1.5,1.1,1.5,4.9,19.1,115.0,110,13.9,0.604,0.5329999999999999,0.08900000000000001,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,0.10400000000000001,-0.5,-0.8,-1.3,0.1,0
313,Channing Frye\fryech01,C,34,CLE,44,1,545,7.6,15.2,0.49700000000000005,2.7,8.1,0.33299999999999996,4.9,7.1,0.684,1.3,1.3,0.9329999999999999,0.9,9.0,9.9,2.5,1.5,1.1,1.5,4.9,19.1,115.0,110,10.2,0.581,0.581,0.09300000000000001,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1.3,-1.8,-3.0,0.0,0
314,Channing Frye\fryech01,C,34,LAL,9,0,150,6.4,13.7,0.465,2.9,8.0,0.36,3.5,5.7,0.611,1.0,1.3,0.75,0.6,7.3,8.0,3.2,0.3,0.3,1.3,4.8,16.6,115.0,111,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.10099999999999999,-0.7,-1.0,-1.7,0.1,0
315,Channing Frye\fryech01,C,34,LAL,9,0,150,6.4,13.7,0.465,2.9,8.0,0.36,3.5,5.7,0.611,1.0,1.3,0.75,0.6,7.3,8.0,3.2,0.3,0.3,1.3,4.8,16.6,115.0,111,13.9,0.604,0.5329999999999999,0.08900000000000001,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,0.10400000000000001,-0.5,-0.8,-1.3,0.1,0
316,Channing Frye\fryech01,C,34,LAL,9,0,150,6.4,13.7,0.465,2.9,8.0,0.36,3.5,5.7,0.611,1.0,1.3,0.75,0.6,7.3,8.0,3.2,0.3,0.3,1.3,4.8,16.6,115.0,111,10.2,0.581,0.581,0.09300000000000001,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1.3,-1.8,-3.0,0.0,0
317,Markelle Fultz\fultzma01,SG,19,PHI,14,0,253,8.6,21.1,0.405,0.0,0.2,0.0,8.6,20.9,0.409,1.9,4.0,0.47600000000000003,2.1,6.1,8.2,10.1,2.3,0.8,3.2,4.2,19.0,96.0,105,12.4,0.41600000000000004,0.009000000000000001,0.18899999999999997,4.9,13.1,9.2,31.3,2.3,1.3,12.4,23.1,-0.2,0.4,0.2,0.043,-3.8,0.8,-3.0,-0.1,0
318,Danilo Gallinari\gallida01,SF,29,LAC,21,21,671,7.4,18.6,0.39799999999999996,2.6,8.0,0.324,4.8,10.5,0.455,5.9,6.3,0.9309999999999999,0.7,6.7,7.3,3.0,0.9,0.7,1.9,2.2,23.3,111.0,112,13.8,0.545,0.434,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.08800000000000001,0.0,-1.4,-1.4,0.1,0
319,Langston Galloway\gallola01,SG,26,DET,58,2,863,7.3,19.7,0.371,4.3,12.6,0.344,2.9,7.1,0.418,1.9,2.4,0.805,0.8,4.6,5.3,3.4,2.0,0.3,1.0,2.3,20.8,106.0,109,12.2,0.503,0.6409999999999999,0.121,1.6,10.3,5.9,10.1,2.0,0.5,4.8,19.3,0.5,0.9,1.4,0.08,-0.2,-1.6,-1.7,0.1,0
